TR Name,Category of registration,Degree,Hypercoreness_False,Hypercoreness_sub_False,Hypercoreness_True,Hypercoreness_sub_True,Hypercoreness_G_False,Hypercoreness_G_sub_False,Hypercoreness_G_True,Hypercoreness_G_sub_True,TR Country,Members FTE,Assets,Revenue,Nb employees,NACE,Level Sub-National,Level Global,Level European,Level National,Level Regional/Local
POST Luxembourg,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,LUXEMBOURG,0.25,4726221.82253242,1007868.28935134,,J - Information and communication,0,0,1,1,0
League of European Research Universities,Think tanks and research institutions,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,7.75,,,,,0,1,1,1,0
Triodos Bank,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,NETHERLANDS,1.7,16852783.8822365,400300.120940804,1815.0,K - Financial and insurance activities,0,1,1,1,0
Association Luxembourgeoise des Fonds d'Investissement,Trade and business associations,7.0,0.265550191973745,0.117625920202071,0.0495240388816977,0.0538139816878333,0.277777777777778,0.125,0.08,0.0824742268041237,LUXEMBOURG,8.05,,,,,0,1,1,1,0
Chambre des Métiers du Grand-Duché du Luxembourg,Trade unions and professional associations,2.0,0.106572830537367,0.0879634245642023,0.018801004413596,0.0364768645447166,0.194444444444444,0.125,0.044,0.0824742268041237,LUXEMBOURG,1.25,,,,,0,0,1,1,0
"Association des Banques et Banquiers, Luxembourg",Trade and business associations,7.0,0.265550191973745,0.117625920202071,0.0495240388816977,0.0538139816878333,0.25,0.125,0.08,0.0824742268041237,LUXEMBOURG,5.7,,,,,0,1,1,1,0
Lëtzebuerger Chrëschtleche Gewerkschafts-Bond,Trade unions and professional associations,3.0,0.127623508419761,,0.0186487912624847,,0.166666666666667,,0.028,,LUXEMBOURG,1.0,,,,,0,0,1,1,0
Chambre des salariés (CSL),"Non-governmental organisations, platforms and networks and similar",4.0,0.153652280584365,,0.0214382925614427,,0.166666666666667,,0.028,,LUXEMBOURG,17.5,,,,,0,0,0,1,0
"Snap, Inc.",Companies and groups,12.0,0.355916136946582,0.0296624956378683,0.0484084566693089,0.0043342792857791,0.361111111111111,0.03125,0.072,0.0103092783505155,UNITED STATES,2.1,8029538.0,4601847.0,5288.0,J - Information and communication,0,1,0,0,0
EUROPEAN LOGISTICS PLATFORM,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.1,,,,,0,0,1,0,0
Toy Industries of Europe,Trade and business associations,3.0,0.0780863164938106,,0.0083685038968738,,0.0833333333333333,,0.012,,BELGIUM,3.85,,,,,0,0,1,0,0
Women's Brain Project,"Non-governmental organisations, platforms and networks and similar",2.0,0.0667949146871864,,0.00839206942262,,0.0833333333333333,,0.012,,SWITZERLAND,5.25,,,,,1,1,1,1,0
COIMBRA GROUP,"Non-governmental organisations, platforms and networks and similar",4.0,0.0520575443292071,,0.0111580051958318,,0.0555555555555556,,0.016,,BELGIUM,3.25,,,,,0,1,1,0,0
Sustainable Energy for All,"Non-governmental organisations, platforms and networks and similar",6.0,0.170910003345601,,0.0195500746184518,,0.166666666666667,,0.028,,AUSTRIA,1.25,,,,,0,1,0,0,0
Union of European Football Associations,Trade and business associations,21.0,0.358848476158613,,0.0627688153666296,,0.388888888888889,,0.092,,SWITZERLAND,2.25,,,,,0,0,1,0,0
Stichting Commonland,"Non-governmental organisations, platforms and networks and similar",3.0,0.0667949146871864,,0.011181570721578,,0.0833333333333333,,0.016,,NETHERLANDS,0.5,,,,,0,1,0,0,0
International Federation of Film Distributors' and Publishers' Associations,Trade and business associations,2.0,0.10566457964919,0.234605829469731,0.0208611312394342,0.0689739525984783,0.416666666666667,0.4375,0.06,0.144329896907216,FRANCE,1.75,,,,,0,1,1,1,0
association pour l'unification du droit des affaires en Europe (AUDE),"Other organisations, public or mixed entities",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,1.25,,,,,0,0,1,1,0
Global Legal Entity Identifier Foundation,"Non-governmental organisations, platforms and networks and similar",5.0,0.0780863164938106,,0.0139475064947898,,0.0833333333333333,,0.02,,SWITZERLAND,1.6,,,,,0,1,0,0,0
European Bureau for Conservation and Development,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,6.0,,,,,0,1,1,0,0
BARING ASSET MANAGEMENT LTD,Companies and groups,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,UNITED KINGDOM,3.5,182445.972005833,256567.905549382,,K - Financial and insurance activities,0,1,0,0,0
Sociedad Española de Ornitología,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,SPAIN,1.25,,,,,1,1,1,1,0
,,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,,,,,,,,,,,
Fundación Empresarial Comunidad Europea Chile,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,CHILE,1.0,,,,,1,0,1,1,0
APG Groep NV,Companies and groups,6.0,0.217692013573579,0.129441065523373,0.0301718940093909,0.0322537175889743,0.277777777777778,0.21875,0.048,0.0721649484536082,NETHERLANDS,3.0,1030374.56983864,1025880.98619461,3300.0,K - Financial and insurance activities,0,1,1,1,0
Bundesverband der Deutschen Volksbanken und Raiffeisenbanken,Trade and business associations,14.0,0.384989724226927,0.331642487993752,0.0748116670769001,0.129999221345765,0.555555555555556,0.5625,0.124,0.185567010309278,GERMANY,8.5,,,,,1,1,1,1,0
SEC NEWGATE EU,Professional consultancies,5.0,0.159618601538976,0.0296624956378683,0.019573640144198,0.0043342792857791,0.166666666666667,0.03125,0.028,0.0103092783505155,BELGIUM,24.5,,,,,0,1,1,1,0
Planet Labs Germany,Companies and groups,23.0,0.419906323185012,,0.0669951622264832,,0.444444444444444,,0.096,,GERMANY,3.5,17508.0010142212,38718.1704094224,174.0,J - Information and communication,0,1,0,0,0
Creativity Works!,Trade and business associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,BELGIUM,0.75,,,,,0,0,1,0,0
ASSOCIATION DES PRODUCTEURS AFRICAINS DE BANANES ET AUTRES FRUITS,Trade and business associations,2.0,0.0815322850451656,,0.0112051362473242,,0.111111111111111,,0.016,,FRANCE,2.25,,,,,1,1,1,1,0
European Audiovisual Production Association,Trade unions and professional associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,1.6,,,,,0,0,1,1,0
Blockchain and Virtual Currencies Working Group,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.75,,,,,0,0,1,1,0
Confederation of European Paper Industries,Trade and business associations,37.0,0.830600137010308,0.640682902105456,0.157314206215254,0.202408788222887,0.833333333333333,0.5625,0.256,0.350515463917526,BELGIUM,6.25,,,,,0,0,1,0,0
European Council for Automotive R&D,Trade unions and professional associations,3.0,0.0520575443292071,,0.0083685038968738,,0.0555555555555556,,0.012,,BELGIUM,2.0,,,,,0,0,1,0,0
European Federation of Nurses Associations,"Non-governmental organisations, platforms and networks and similar",7.0,0.289989803884083,0.190940891038104,0.0481066283332393,0.0813124911839152,0.388888888888889,0.25,0.092,0.164948453608247,BELGIUM,3.0,,,,,0,0,1,0,0
North Western Waters Advisory Council,"Other organisations, public or mixed entities",5.0,0.148465325240166,0.287506023896173,0.0474601460335536,0.143374696454427,0.305555555555556,0.3125,0.12,0.278350515463918,IRELAND,2.0,,,,,0,0,1,0,0
European Association of the Electricity Transmission and Distribution Equipment and Services Industry,Trade and business associations,7.0,0.330130797049499,0.374889908104425,0.0620303531531244,0.168862859578671,0.861111111111111,0.625,0.184,0.391752577319588,BELGIUM,1.5,,,,,0,0,1,0,0
Western Balkans Green Center Nonprofit Llc. (WBGC),"Other organisations, public or mixed entities",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,HUNGARY,0.25,,,,,0,0,0,1,1
Alliance for European Logistics,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.75,,,,,0,1,1,0,0
HUMBOLDT-VIADRINA Governance Platform (HUMBOLDT-VIADRINA),"Non-governmental organisations, platforms and networks and similar",2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,GERMANY,12.0,,,,,0,1,1,1,1
Eidgenössische Technische Hochschule Zürich,Academic institutions,2.0,0.0868573658971786,0.077552470212872,0.0130462231388226,0.0139101921180131,0.111111111111111,0.0625,0.016,0.0206185567010309,SWITZERLAND,0.25,,,,,1,1,1,1,0
Food Packaging Forum Foundation,Think tanks and research institutions,2.0,0.0721199955391993,0.0478899745750037,0.0102331563141185,0.0095759128322338,0.0833333333333333,0.0625,0.016,0.0206185567010309,SWITZERLAND,0.75,,,,,0,1,0,0,0
Slack Technologies Inc,Companies and groups,4.0,0.0928236868517899,,0.0139710720205359,,0.111111111111111,,0.016,,UNITED STATES,0.25,2433700.0,902610.0,2545.0,J - Information and communication,0,1,1,1,0
Société civile des Auteurs Réalisateurs Producteurs,Trade unions and professional associations,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,FRANCE,0.2,,,,,0,0,1,1,0
EU Resilience Collective,Think tanks and research institutions,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,0.25,,,,,0,0,1,0,0
European Forum of Farm Animal Breeders,Trade and business associations,6.0,0.208507702846947,0.265038968376622,0.0371982682047555,0.0709548292760891,0.388888888888889,0.34375,0.08,0.134020618556701,NETHERLANDS,5.25,,,,,0,0,1,0,0
Eunomia Research & Consulting Limited,Professional consultancies,3.0,0.118211218913795,0.0478899745750037,0.0176768113292791,0.0191518256644678,0.111111111111111,0.0625,0.028,0.0412371134020619,UNITED KINGDOM,0.25,,,,,0,1,0,0,0
City of London Corporation,"Other organisations, public or mixed entities",6.0,0.123351654479122,0.146573857121492,0.0297570456714781,0.0329073333185067,0.222222222222222,0.1875,0.048,0.0824742268041237,UNITED KINGDOM,6.5,,,,,1,1,1,1,0
TheCityUK,Trade and business associations,4.0,0.123351654479122,0.146573857121492,0.0241780430735622,0.0329073333185067,0.222222222222222,0.1875,0.048,0.0824742268041237,UNITED KINGDOM,5.0,,,,,0,1,1,1,0
E.ON SE,Companies and groups,13.0,0.537605187273973,0.738799707529455,0.101088759780276,0.235278290134091,1.0,1.0,0.28,0.45360824742268,GERMANY,9.55,142933930.822015,124526556.853652,71613.0,"D - Electricity, gas, steam and air conditioning supply",1,1,1,1,0
GRTgaz,Companies and groups,5.0,0.213411238031512,0.252833308406866,0.0373384741492675,0.0887474346951555,0.583333333333333,0.46875,0.092,0.164948453608247,FRANCE,2.75,10464703.027361,2355839.88709629,,H - Transportation and storage,0,0,1,1,0
NATURGY ENERGY GROUP,Companies and groups,10.0,0.492593477672099,0.738799707529455,0.0928475613074187,0.250741685099819,1.0,1.0,0.264,0.45360824742268,SPAIN,1.5,43079953.3307552,36422239.3250465,7112.0,"D - Electricity, gas, steam and air conditioning supply",1,1,1,1,0
NATIXIS,Companies and groups,10.0,0.392266405391196,0.467279857752962,0.0671190853464917,0.131852337278105,0.694444444444444,0.46875,0.16,0.237113402061856,FRANCE,3.75,457380259.154439,7635359.09664631,14030.0,K - Financial and insurance activities,0,1,1,1,1
ENÉRGYA VM GESTIÓN DE ENERGÍA S.L.U.,Companies and groups,1.0,0.0655675572336663,0.204943333831863,0.0157973271909836,0.0646396733126991,0.472222222222222,0.4375,0.068,0.144329896907216,SPAIN,0.75,150183.885808847,601218.899949117,135.0,"D - Electricity, gas, steam and air conditioning supply",0,0,0,1,0
FUNDACIÓN PARA LA INVESTIGACIÓN EN SALUD (FUINSA),Think tanks and research institutions,1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,SPAIN,0.5,,,,,0,0,0,1,0
Intel Corporation,Companies and groups,43.0,0.798227150344916,0.452118334247304,0.176576501511845,0.170955220443774,0.861111111111111,0.90625,0.284,0.556701030927835,UNITED STATES,12.5,191572000.0,54228000.0,124800.0,C - Manufacturing,0,1,0,0,0
World Federation of Advertisers,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,2.0,,,,,0,1,0,0,0
Egmont Institute,"Other organisations, public or mixed entities",15.0,0.359762303047683,0.390982019708527,0.0697848210487764,0.0994190186120825,0.694444444444444,0.40625,0.148,0.164948453608247,BELGIUM,22.5,,,,,0,1,1,0,0
European Association of Electrical Contractors,Trade and business associations,13.0,0.528845289872389,0.660557605065058,0.107745419059063,0.220821749612232,0.888888888888889,0.71875,0.256,0.422680412371134,BELGIUM,0.5,,,,,0,0,1,0,0
European Confederation of Police,Trade unions and professional associations,6.0,0.230912711688891,0.116911361483623,0.0325701124961822,0.0242387747469483,0.361111111111111,0.1875,0.06,0.0618556701030928,LUXEMBOURG,1.0,,,,,0,0,1,0,0
European Health Parliament,"Non-governmental organisations, platforms and networks and similar",2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,BELGIUM,0.5,,,,,0,0,1,0,0
AIM - European Brands Association,Trade and business associations,14.0,0.327082636333222,,0.0390765837111575,,0.333333333333333,,0.06,,BELGIUM,3.75,,,,,0,0,1,0,0
Confédération des Fabricants de Levure de l'Union Européenne,Trade unions and professional associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,FRANCE,1.25,,,,,0,0,1,0,0
Bank Julius Baer & Co. Ltd,Companies and groups,8.0,0.252442288390766,0.0296624956378683,0.030755210865776,0.0130028378573375,0.166666666666667,0.03125,0.044,0.0309278350515464,SWITZERLAND,1.0,105980936.323345,3313728.65760326,,K - Financial and insurance activities,0,1,0,0,0
Fluxys SA,Companies and groups,9.0,0.296881740986793,0.214016567791681,0.0564453996068753,0.137573799709898,0.694444444444444,0.5625,0.172,0.371134020618557,BELGIUM,1.1,3633445.81871629,1287745.02635539,939.0,"D - Electricity, gas, steam and air conditioning supply",1,0,1,1,0
European Partnership for Democracy,"Non-governmental organisations, platforms and networks and similar",20.0,0.60529688221893,0.650836282965253,0.113983054286026,0.186300052908667,0.916666666666667,1.0,0.18,0.329896907216495,BELGIUM,12.0,,,,,0,1,1,0,0
,,2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,,,,,,,,,,,
Association of Electronic Toll and Interoperable Service,Trade and business associations,1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,BELGIUM,0.65,,,,,0,0,1,0,0
,,1.0,0.0613521005591932,0.155040547052861,0.0123761753133908,0.0431259356247779,0.277777777777778,0.28125,0.04,0.0927835051546392,,,,,,,,,,,
Global Partners Digital (GPD),"Non-governmental organisations, platforms and networks and similar",1.0,0.0613521005591932,0.155040547052861,0.0123761753133908,0.0431259356247779,0.277777777777778,0.28125,0.04,0.0927835051546392,UNITED KINGDOM,0.5,,,,,0,1,1,1,0
Digital Action,"Non-governmental organisations, platforms and networks and similar",1.0,0.0613521005591932,0.155040547052861,0.0123761753133908,0.0431259356247779,0.277777777777778,0.28125,0.04,0.0927835051546392,UNITED STATES,0.1,,,,,0,1,1,1,0
Institute for Strategic Dialogue,Think tanks and research institutions,2.0,0.0873808727237968,0.155040547052861,0.0151656766123487,0.0431259356247779,0.277777777777778,0.28125,0.04,0.0927835051546392,UNITED KINGDOM,2.5,,,,,0,1,0,0,0
SNV - NETHERLANDS DEVELOPMENT ORGANISATION (SNV),"Non-governmental organisations, platforms and networks and similar",1.0,0.0613521005591932,0.155040547052861,0.0123761753133908,0.0431259356247779,0.277777777777778,0.28125,0.04,0.0927835051546392,NETHERLANDS,2.5,,,,,0,1,0,0,0
Deutsche Messe AG,Companies and groups,2.0,0.0520575443292071,,0.0055790025979159,,0.0555555555555556,,0.008,,GERMANY,0.5,341949.977031526,244011.06987667,915.0,N - Administrative and support service activities,1,1,1,1,0
MakoLab Spółka Akcyjna,Companies and groups,1.0,0.0496949130940432,0.0478899745750037,0.0085184893452074,0.0095759128322338,0.111111111111111,0.0625,0.016,0.0206185567010309,POLAND,1.25,8675.3148508966,15873.9610310197,198.0,"O - Public administration and defence, compulsory social security",0,1,0,0,0
Polskie Zrzeszenie Producentów Bydła Mięsnego,Trade and business associations,2.0,0.100439866813236,0.117625920202071,0.0171176835986044,0.0225727115581375,0.166666666666667,0.125,0.024,0.0412371134020619,POLAND,1.0,,,,,0,0,0,1,0
AGORIA,Trade and business associations,3.0,0.112886138061782,0.0296624956378683,0.0158357244377806,0.0043342792857791,0.166666666666667,0.03125,0.024,0.0103092783505155,BELGIUM,4.0,,,,,1,1,1,1,0
"FIGIEFA - Fédération Internationale des Grossistes, Importateurs & Exportateurs en Fournitures Automobiles / International Federation of Automotive Distributors",Trade and business associations,10.0,0.385064920581816,0.400244279375841,0.0671047595542753,0.137735435528339,0.361111111111111,0.28125,0.152,0.298969072164948,BELGIUM,4.25,,,,,0,0,1,0,0
European Forum for Renewable Energy Sources,"Non-governmental organisations, platforms and networks and similar",1.0,0.0407661425225828,,0.005602568123662,,0.0555555555555556,,0.008,,BELGIUM,3.0,,,,,0,0,1,1,0
World Anti-Doping Agency,"Non-governmental organisations, platforms and networks and similar",1.0,0.0260287721646035,,0.0027895012989579,,0.0277777777777778,,0.004,,CANADA,0.5,,,,,0,1,0,0,0
The ADM Capital Foundation Limited,"Non-governmental organisations, platforms and networks and similar",4.0,0.133589829374373,,0.0167841388452401,,0.138888888888889,,0.024,,HONG KONG,2.75,,,,,1,1,0,1,0
Openclassrooms,Companies and groups,3.0,0.0667949146871864,,0.011181570721578,,0.0833333333333333,,0.016,,FRANCE,0.25,44087.7609781147,23464.0348396192,164.0,P - Education,0,1,0,0,0
European Social Insurance Platform AISBL,"Non-governmental organisations, platforms and networks and similar",7.0,0.159618601538976,,0.0251526427421139,,0.138888888888889,,0.028,,BELGIUM,3.5,,,,,0,0,1,0,0
